SAMPLE	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	SAMPLE	LIBRARY	READ_GROUP
wes_16.sample_CH00295	UTRs_norm	3101804739	49244280	49244280	1	51778662	51778662	45248400	1	0.873881	40125812	0.88679	4959471240	688214025	412197103	3859060112	688214025	0.221881	0.778119	0.625415	13.975512	15.185008	0.106332	0.106332	8.740712	0.172603	?	0.317567	0.210702	0.175276	0.146972	0.121543	0.099167	0.037938	19263425	-1	-1	-1	-1	-1	-1	0	0			
wes_16.sample_CH00296	UTRs_norm	3101804739	49244280	49244280	1	64569674	64569674	56448947	1	0.874233	50300449	0.891079	6200922436	841174838	503739220	4856008378	841174838	0.216889	0.783111	0.625449	17.081676	18.334026	0.104219	0.104219	8.544539	0.157503	?	0.342003	0.218932	0.186997	0.162661	0.140519	0.119841	0.052267	23604537	-1	-1	-1	-1	-1	-1	0	0			
wes_16.sample_CH00297	UTRs_norm	3101804739	49244280	49244280	1	55825150	55825150	48896119	1	0.87588	43581818	0.891314	5381182124	740110496	444227842	4196843786	740110496	0.220089	0.779911	0.624915	15.02937	16.26694	0.106061	0.106061	8.663184	0.167457	?	0.325393	0.212746	0.179408	0.152977	0.129046	0.107361	0.043077	21119921	-1	-1	-1	-1	-1	-1	0	0			
wes_16.sample_CH00298	UTRs_norm	3101804739	49244280	49244280	1	47001512	47001512	41033704	1	0.873029	36408296	0.887278	4496683221	625178831	375794570	3495709820	625178831	0.222603	0.777397	0.624571	12.695461	13.844457	0.10641	0.10641	8.757308	0.177526	?	0.307896	0.205323	0.169301	0.139631	0.113066	0.090237	0.03236	17405967	-1	-1	-1	-1	-1	-1	0	0			
wes_16.sample_CH00329	UTRs_norm	3101804739	49244280	49244280	1	60195930	60195930	54663878	1	0.908099	49496699	0.905474	6098133031	641804335	378513563	5077815133	641804335	0.167316	0.832684	0.629024	13.033074	13.633624	0.085295	0.085295	6.62925	0.11537	?	0.43775	0.211996	0.17268	0.14078	0.112219	0.088309	0.030813	24013860	-1	-1	-1	-1	-1	-1	0	0			
wes_1.sample_68	UTRs_norm	3101804739	49244280	49244280	1	135336400	135336400	127118907	1	0.939281	118224869	0.930034	11279805619	1092500080	489665046	9697640493	1092500080	0.140265	0.859735	0.69051	22.185319	22.752141	0.082372	0.082372	6.100684	0.068057	22.752141	0.623474	0.293068	0.240507	0.206447	0.178851	0.154529	0.069812	59940453	-1	-1	-1	-1	-1	-1	0	0			
wes_1.sample_69	UTRs_norm	3101804739	49244280	49244280	1	143648586	143648586	128596615	1	0.895217	118646679	0.922627	10866651521	1209251190	554803222	9102597109	1209251190	0.162337	0.837663	0.685495	24.556176	25.079815	0.085899	0.085899	7.009377	0.061435	?	0.570812	0.245048	0.211459	0.191434	0.175779	0.162006	0.100242	39018929	-1	-1	-1	-1	-1	-1	0	0			
wes_1.sample_70	UTRs_norm	3101804739	49244280	49244280	1	122092250	122092250	114574441	1	0.938425	105693588	0.922488	10051759071	1054088733	474486353	8523183985	1054088733	0.15207	0.84793	0.689589	21.405303	21.988313	0.088097	0.088097	6.605319	0.073535	?	0.580317	0.282553	0.231881	0.199923	0.174711	0.152191	0.068652	59317840	-1	-1	-1	-1	-1	-1	0	0			
wes_1.sample_77	UTRs_norm	3101804739	49244280	49244280	1	111199226	111199226	101726342	1	0.914812	93278169	0.916952	8371715134	988794570	443915991	6939004573	988794570	0.171137	0.828863	0.690157	20.079379	20.639233	0.090736	0.090736	7.439612	0.078159	?	0.501531	0.226441	0.195269	0.175594	0.159395	0.144629	0.078171	40115569	-1	-1	-1	-1	-1	-1	0	0			
wes_1.sample_78	UTRs_norm	3101804739	49244280	49244280	1	98929468	98929468	90016761	1	0.909908	82307916	0.914362	7150506620	870378237	381873082	5898255301	870378237	0.175128	0.824872	0.695051	17.674707	18.249075	0.089775	0.089775	7.667078	0.091601	?	0.460014	0.206493	0.179393	0.161129	0.145565	0.131217	0.067912	33414284	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00289	UTRs_norm	3101804739	49244280	49244280	1	48382288	48382288	44618502	1	0.922207	41001304	0.918931	4127888235	588457557	296673709	3242756969	588457557	0.214427	0.785573	0.664825	11.949765	12.863272	0.120422	0.120422	8.97937	0.162219	?	0.310263	0.216181	0.182541	0.15257	0.121924	0.093853	0.023965	28722092	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00308	UTRs_norm	3101804739	49244280	49244280	1	86341856	86341856	78482010	1	0.908968	72587973	0.9249	7307619061	1011906699	505992624	5789719738	1011906699	0.207715	0.792285	0.666649	20.548715	21.509311	0.116037	0.116037	8.722144	0.117782	?	0.382054	0.236209	0.20991	0.191057	0.174169	0.157081	0.073969	42068214	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00309	UTRs_norm	3101804739	49244280	49244280	1	52095158	52095158	48532640	1	0.931615	44729064	0.921628	4502809735	648573233	325446526	3528789976	648573233	0.216314	0.783686	0.665873	13.170529	14.092996	0.123265	0.123265	9.072649	0.153915	?	0.318662	0.219359	0.188153	0.161479	0.133682	0.106524	0.030406	36182661	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00310	UTRs_norm	3101804739	49244280	49244280	1	62993888	62993888	57488564	1	0.912605	53060402	0.922973	5341373090	775050163	387017064	4179305863	775050163	0.21756	0.78244	0.666958	15.738887	16.742172	0.121818	0.121818	9.139776	0.145064	?	0.332309	0.223077	0.195442	0.173904	0.152425	0.129729	0.04651	33365763	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00311	UTRs_norm	3101804739	49244280	49244280	1	61916612	61916612	56265318	1	0.908727	51454414	0.914496	5177944536	737053912	371809053	4069081571	737053912	0.214151	0.785849	0.664693	14.9673	15.946059	0.117861	0.117861	8.966037	0.147857	?	0.331804	0.223845	0.194056	0.170085	0.146549	0.122531	0.040902	30569806	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00532	UTRs_norm	3101804739	49244280	49244280	1	66386950	66386950	60012999	1	0.903988	55569091	0.925951	5596526392	793906664	402616052	4400003676	793906664	0.213797	0.786203	0.663512	16.121805	17.157553	0.118404	0.118404	8.935309	0.145702	?	0.339179	0.230192	0.199907	0.176643	0.154237	0.131237	0.047573	31395789	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00533	UTRs_norm	3101804739	49244280	49244280	1	73386674	73386674	66279484	1	0.903154	61411703	0.926557	6186332483	875313231	443710531	4867308721	875313231	0.213216	0.786784	0.663607	17.774922	18.823018	0.118093	0.118093	8.912282	0.137647	?	0.350005	0.234393	0.205686	0.183794	0.163138	0.141907	0.057052	34474373	-1	-1	-1	-1	-1	-1	0	0			
wes_20.sample_CH00632	UTRs_norm	3101804739	49244280	49244280	1	64783806	64783806	59012092	1	0.910908	54535610	0.924143	5491712889	767318006	386219401	4338175482	767318006	0.210051	0.789949	0.665187	15.581871	16.542727	0.11727	0.11727	8.800883	0.142685	?	0.339341	0.227796	0.196756	0.171933	0.148183	0.124792	0.044491	32458008	-1	-1	-1	-1	-1	-1	0	0			
wes_21.sample_CH00290	UTRs_norm	3101804739	49244280	49244280	1	63819042	63819042	60014711	1	0.940389	54303774	0.904841	5462942925	665860645	332731431	4464350849	665860645	0.182794	0.817206	0.666799	13.521584	14.312237	0.103303	0.103303	7.677421	0.138127	?	0.361508	0.212923	0.175386	0.146389	0.120103	0.096938	0.034621	43862150	-1	-1	-1	-1	-1	-1	0	0			
wes_21.sample_CH00301	UTRs_norm	3101804739	49244280	49244280	1	56437128	56437128	51279260	1	0.908609	45750722	0.892188	4598068437	571881324	280870848	3745316265	571881324	0.185459	0.814541	0.67063	11.613152	12.294207	0.100327	0.100327	7.834101	0.139354	?	0.346157	0.203777	0.166102	0.134394	0.105854	0.082136	0.025873	24385149	-1	-1	-1	-1	-1	-1	0	0			
wes_21.sample_CH00304	UTRs_norm	3101804739	49244280	49244280	1	59403944	59403944	54506176	1	0.917551	48754327	0.894473	4903481951	600699817	297462317	4005319817	600699817	0.183168	0.816832	0.66881	12.198367	12.896144	0.10012	0.10012	7.716344	0.136486	?	0.353572	0.205911	0.16904	0.138523	0.110859	0.08709	0.028589	28541846	-1	-1	-1	-1	-1	-1	0	0			
wes_21.sample_CH00307	UTRs_norm	3101804739	49244280	49244280	1	61575072	61575072	56513569	1	0.917799	50592516	0.895228	5084843666	643406461	314192413	4127244792	643406461	0.188324	0.811676	0.671896	13.065608	13.772279	0.103457	0.103457	7.97015	0.131348	?	0.354941	0.206727	0.173183	0.145071	0.118641	0.095254	0.032996	30456552	-1	-1	-1	-1	-1	-1	0	0			
wes_27.sample_37	UTRs_norm	3101804739	49244280	49244280	1	50854050	50854050	46968491	1	0.923594	43383804	0.923679	4363591968	536376757	263804329	3563410882	536376757	0.183377	0.816623	0.670319	10.892164	11.439103	0.104429	0.104429	7.742558	0.125994	?	0.360457	0.208888	0.172595	0.13841	0.105366	0.078086	0.019729	25991742	-1	-1	-1	-1	-1	-1	0	0			
wes_27.sample_38	UTRs_norm	3101804739	49244280	49244280	1	46245292	46245292	42880618	1	0.927243	39835992	0.928998	4007471858	480072372	237415913	3289983573	480072372	0.179038	0.820962	0.669101	9.748795	10.276565	0.102782	0.102782	7.545619	0.132268	?	0.352313	0.20684	0.165223	0.125579	0.090472	0.064351	0.014584	24522007	-1	-1	-1	-1	-1	-1	0	0			
wes_2.sample_62	UTRs_norm	3101804739	49244280	49244280	1	96289682	96289682	85122683	1	0.884027	79464427	0.933528	9929493396	1081258983	703094566	8145139847	1081258983	0.179702	0.820298	0.605967	21.957047	22.709023	0.089121	0.089121	6.859008	0.094129	?	0.528759	0.271724	0.23723	0.212301	0.190213	0.16877	0.072293	33857379	-1	-1	-1	-1	-1	-1	0	0			
wes_2.sample_68	UTRs_norm	3101804739	49244280	49244280	1	110702996	110702996	98100496	1	0.886159	92022878	0.938047	11495069252	1247845037	807974392	9439249823	1247845037	0.178844	0.821156	0.606982	25.339898	26.074232	0.08946	0.08946	6.837664	0.082212	?	0.566479	0.280509	0.246816	0.22335	0.203281	0.18434	0.093456	39845478	-1	-1	-1	-1	-1	-1	0	0			
wes_2.sample_79	UTRs_norm	3101804739	49244280	49244280	1	101339624	101339624	89659805	1	0.884746	84103089	0.938024	10511178866	1140920794	738537310	8631720762	1140920794	0.178806	0.821194	0.607048	23.168595	23.927617	0.089352	0.089352	6.836955	0.091552	?	0.541274	0.278752	0.243591	0.218399	0.196488	0.17536	0.078981	35954734	-1	-1	-1	-1	-1	-1	0	0			
wes_2.sample_80	UTRs_norm	3101804739	49244280	49244280	1	94542966	94542966	83671850	1	0.885014	78277374	0.935528	9780473524	1061941774	691083022	8027448728	1061941774	0.179237	0.820763	0.605777	21.564774	22.284599	0.089146	0.089146	6.839108	0.092969	?	0.528282	0.271231	0.236409	0.211212	0.188685	0.166808	0.069408	33691909	-1	-1	-1	-1	-1	-1	0	0			
wes_2.sample_83	UTRs_norm	3101804739	49244280	49244280	1	92921162	92921162	82224067	1	0.88488	76711475	0.932956	9574160103	1045606975	677276582	7851276546	1045606975	0.179951	0.820049	0.606894	21.233065	21.935561	0.089307	0.089307	6.879018	0.093135	?	0.524847	0.268447	0.233958	0.208743	0.186197	0.164296	0.067858	32940860	-1	-1	-1	-1	-1	-1	0	0			
wes_2.sample_95	UTRs_norm	3101804739	49244280	49244280	1	93359516	93359516	82540252	1	0.884112	76803528	0.930498	9591498779	1053941520	683554131	7854003128	1053941520	0.18115	0.81885	0.606587	21.402314	22.132917	0.089596	0.089596	6.921316	0.094328	?	0.526327	0.271868	0.236441	0.210875	0.187984	0.165828	0.068369	32971263	-1	-1	-1	-1	-1	-1	0	0			
wes_32.sample_A13-2	UTRs_norm	3101804739	49244280	49244280	1	33534340	33534340	26382821	1	0.78674	24477259	0.927773	3593156089	458122012	344371328	2790662749	458122012	0.223339	0.776661	0.570873	9.30305	9.936364	0.092168	0.092168	8.030891	0.155763	?	0.371073	0.230433	0.17893	0.129037	0.084205	0.050715	0.005552	7058843	-1	-1	-1	-1	-1	-1	0	0			
wes_32.sample_A6-2	UTRs_norm	3101804739	49244280	49244280	1	29293054	29293054	22266072	1	0.760114	20581010	0.924322	2989459253	397938518	296420398	2295100337	397938518	0.232269	0.767731	0.573102	8.080908	8.712222	0.092685	0.092685	8.384593	0.166628	?	0.354168	0.218976	0.162653	0.108469	0.064206	0.035202	0.004139	5586410	-1	-1	-1	-1	-1	-1	0	0			
wes_32.sample_A7-2	UTRs_norm	3101804739	49244280	49244280	1	38877880	38877880	30306804	1	0.779538	28074842	0.926354	4130827721	533979618	399491260	3197356843	533979618	0.225977	0.774023	0.572037	10.843485	11.529332	0.092507	0.092507	8.142284	0.148876	?	0.385905	0.241157	0.194096	0.150463	0.108077	0.072016	0.008123	7932158	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz01	UTRs_norm	3101804739	49244280	49244280	1	102514954	102514954	95172985	1	0.928381	91137402	0.957597	11295120162	1526776769	972378353	8795965040	1526776769	0.22126	0.77874	0.610917	31.004144	32.100933	0.119146	0.119146	8.51419	0.091519	?	0.47738	0.28683	0.257041	0.236732	0.219372	0.203236	0.128561	72581726	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz02	UTRs_norm	3101804739	49244280	49244280	1	123314822	123314822	117017083	1	0.94893	111910544	0.956361	13840446895	1618320243	1013409048	11208717604	1618320243	0.190148	0.809852	0.614927	32.863111	33.473433	0.104988	0.104988	7.365004	0.051051	?	0.627058	0.301157	0.264978	0.24358	0.22581	0.209306	0.132372	107288641	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz03	UTRs_norm	3101804739	49244280	49244280	1	112462846	112462846	106738969	1	0.949104	102350148	0.958883	12696255402	1745830621	1107286789	9843137992	1745830621	0.224721	0.775279	0.611903	35.452455	36.580114	0.124189	0.124189	8.661341	0.082386	?	0.503548	0.301108	0.269003	0.248626	0.231996	0.216704	0.14592	115364192	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz04	UTRs_norm	3101804739	49244280	49244280	1	125196190	125196190	116285124	1	0.928823	111422305	0.958182	13815517820	1939431549	1239856141	10636230130	1939431549	0.230124	0.769876	0.610021	39.383895	40.903146	0.123929	0.123929	8.842314	0.096707	?	0.468243	0.292042	0.264344	0.246323	0.231496	0.217962	0.158163	92926986	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz05	UTRs_norm	3101804739	49244280	49244280	1	118577528	118577528	113266728	1	0.955212	108714638	0.959811	13482649764	1837077541	1163376623	10482195600	1837077541	0.222542	0.777458	0.612266	37.3054	38.405737	0.123941	0.123941	8.582442	0.078051	?	0.516645	0.300828	0.268937	0.249011	0.232691	0.217879	0.1505	138097880	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz06	UTRs_norm	3101804739	49244280	49244280	1	107992018	107992018	102685095	1	0.950858	98462860	0.958882	12225725132	1665110575	1048827783	9511786774	1665110575	0.221986	0.778014	0.61354	33.813279	34.914998	0.123351	0.123351	8.578811	0.082991	?	0.506082	0.305406	0.270818	0.248591	0.230099	0.213185	0.136156	113593956	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz07	UTRs_norm	3101804739	49244280	49244280	1	119590830	119590830	113482287	1	0.948921	108643993	0.957365	13471055172	1768884434	1119919110	10582251628	1768884434	0.214445	0.785555	0.612324	35.920607	36.903274	0.118329	0.118329	8.270971	0.074745	?	0.534488	0.299117	0.266987	0.2465	0.22969	0.214428	0.146	116279760	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz08	UTRs_norm	3101804739	49244280	49244280	1	135410722	135410722	128588775	1	0.94962	123240284	0.958406	15261547417	2124215398	1348466144	11788865875	2124215398	0.227545	0.772455	0.611693	43.136287	44.386521	0.125498	0.125498	8.767154	0.076203	?	0.524851	0.304927	0.273791	0.255275	0.240567	0.227517	0.169452	141768984	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_Almaz09	UTRs_norm	3101804739	49244280	49244280	1	122992184	122992184	116269740	1	0.945343	111325652	0.957477	13792684467	1808588016	1133655090	10850441361	1808588016	0.213319	0.786681	0.614697	36.726865	37.629583	0.117639	0.117639	8.259419	0.066996	?	0.554342	0.302599	0.268218	0.246875	0.22936	0.213619	0.145015	110359785	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA01indexA01	UTRs_norm	3101804739	49244280	49244280	1	81971300	81971300	78251949	1	0.954626	75285618	0.962093	9438424684	1403584558	948457921	7086382205	1403584558	0.249199	0.750801	0.596751	28.502489	30.796797	0.135896	0.135896	9.36694	0.155514	?	0.373249	0.286505	0.257834	0.238373	0.222169	0.207274	0.129435	106813826	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA02indexB01	UTRs_norm	3101804739	49244280	49244280	1	71944658	71944658	69401444	1	0.96465	66573603	0.959254	8343459641	1175984719	775243468	6392231454	1175984719	0.233863	0.766137	0.602689	23.880636	25.33781	0.129728	0.129728	8.87798	0.131274	?	0.42435	0.300689	0.263074	0.238024	0.21723	0.197484	0.0914	112936233	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA03indexC01	UTRs_norm	3101804739	49244280	49244280	1	89323920	89323920	86075152	1	0.963629	82772880	0.961635	10339120618	1585061621	1058065912	7695993085	1585061621	0.255643	0.744357	0.599692	32.187731	34.555386	0.140834	0.140834	9.656533	0.148097	?	0.372008	0.28271	0.257313	0.240413	0.226576	0.214041	0.148521	147826342	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA04indexD01	UTRs_norm	3101804739	49244280	49244280	1	80171224	80171224	77431076	1	0.965821	74395401	0.960795	9319563536	1415521939	947216382	6956825215	1415521939	0.253525	0.746475	0.599102	28.744901	30.938639	0.140129	0.140129	9.567086	0.150161	?	0.380137	0.288658	0.259915	0.240279	0.223741	0.208067	0.125041	141304401	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA05indexE01	UTRs_norm	3101804739	49244280	49244280	1	74967156	74967156	73086649	1	0.974916	70008426	0.957883	8715421240	1196581707	786818571	6732020962	1196581707	0.227574	0.772426	0.603298	24.298897	25.229433	0.126678	0.126678	8.647939	0.096466	?	0.457786	0.282367	0.251682	0.230626	0.212104	0.193719	0.093691	161224875	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA06indexF01	UTRs_norm	3101804739	49244280	49244280	1	89512420	89512420	86601003	1	0.967475	83054467	0.959047	10381458237	1408651662	937592201	8035214374	1408651662	0.226003	0.773997	0.600386	28.605386	29.589312	0.124896	0.124896	8.546807	0.088941	?	0.480968	0.285606	0.256541	0.237664	0.221935	0.207291	0.126982	148414007	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA07indexG01	UTRs_norm	3101804739	49244280	49244280	1	80120474	80120474	77595438	1	0.968485	74528886	0.96048	9349428182	1259236871	833587717	7256603594	1259236871	0.223845	0.776155	0.601693	25.571231	26.573604	0.124736	0.124736	8.483617	0.09877	?	0.463226	0.290213	0.258492	0.237082	0.218841	0.201419	0.105909	135613515	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA08indexH01	UTRs_norm	3101804739	49244280	49244280	1	85386220	85386220	82590778	1	0.967261	79398772	0.961352	9956139163	1504299812	1010269732	7441569619	1504299812	0.252565	0.747435	0.598234	30.547706	32.849578	0.139822	0.139822	9.517045	0.151031	?	0.371327	0.283417	0.25725	0.239415	0.224597	0.211025	0.140838	156768663	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA09indexA02	UTRs_norm	3101804739	49244280	49244280	1	75817710	75817710	73773350	1	0.973036	71069311	0.963347	8922411922	1299204874	869092195	6754114853	1299204874	0.243017	0.756983	0.599182	26.382859	28.466125	0.135999	0.135999	9.171789	0.15389	?	0.393728	0.300829	0.265971	0.242289	0.222742	0.204793	0.112626	164212288	-1	-1	-1	-1	-1	-1	0	0			
wes_39.sample_SSExomesv6DNA10indexB02	UTRs_norm	3101804739	49244280	49244280	1	79966018	79966018	77329804	1	0.967033	74302553	0.960853	9306069357	1404031900	937988831	6964048626	1404031900	0.251666	0.748334	0.599496	28.511573	30.652718	0.139348	0.139348	9.503189	0.149473	?	0.373787	0.284412	0.257194	0.238666	0.222969	0.208197	0.126538	144740896	-1	-1	-1	-1	-1	-1	0	0			
wes_3.sample_116.merged	UTRs_norm	3101804739	49244280	49244280	1	77025686	77025686	72531171	1	0.941649	64966871	0.89571	6018849856	757688977	358581544	4902579335	757688977	0.185462	0.814538	0.678768	15.386335	16.025007	0.097394	0.097394	7.929323	0.110281	?	0.401915	0.20889	0.175307	0.151749	0.13175	0.113684	0.047883	48415058	-1	-1	-1	-1	-1	-1	0	0			
wes_3.sample_153.merged	UTRs_norm	3101804739	49244280	49244280	1	94787706	94787706	89297132	1	0.942075	80301275	0.899259	7634995671	932937276	448254363	6253804032	932937276	0.180903	0.819097	0.675458	18.945089	19.65438	0.097449	0.097449	7.69666	0.09998	?	0.438373	0.227772	0.193493	0.170507	0.151354	0.133901	0.064744	59599332	-1	-1	-1	-1	-1	-1	0	0			
wes_3.sample_163.merged	UTRs_norm	3101804739	49244280	49244280	1	76755254	76755254	72698544	1	0.947147	65574470	0.902005	6268886745	756454968	366459954	5145971823	756454968	0.179125	0.820875	0.673653	15.361276	16.063024	0.097578	0.097578	7.60066	0.116025	?	0.406134	0.219478	0.182384	0.15654	0.134418	0.114358	0.044422	52827093	-1	-1	-1	-1	-1	-1	0	0			
wes_3.sample_164.merged	UTRs_norm	3101804739	49244280	49244280	1	87312688	87312688	82128418	1	0.940624	73734411	0.897794	7037286724	853843639	412016529	5771426556	853843639	0.179879	0.820121	0.674517	17.33894	18.053734	0.096823	0.096823	7.642435	0.107663	?	0.427986	0.230255	0.192009	0.166506	0.14536	0.126182	0.054793	53412796	-1	-1	-1	-1	-1	-1	0	0			
